customer_id,customer_name,customer_segment,signup_date,location_id
CUST01318,Kavya Verma,New,2022-12-02,LOC0075
CUST01319,Vikram Singh,Regular,2023-07-28,LOC0014
CUST01320,Kavya Gupta,Regular,2022-07-30,LOC0001
CUST01321,Deepika Das,New,2022-10-12,LOC0141
CUST01322,Vikram Chawla,Premium,2022-12-20,LOC0084
CUST01323,Aarav Das,New,2024-09-28,LOC0072
CUST01324,Aarav Gowda,New,2024-07-06,LOC0150
CUST01325,Aditya Singh,New,2023-11-26,LOC0142
CUST01326,Karthik Rao,Regular,2023-04-20,LOC0053
CUST01327,Aditya Reddy,Regular,2023-01-10,LOC0112
CUST01328,Meera Iyer,New,2022-10-25,LOC0118
CUST01329,Neha Gupta,Regular,2023-07-31,LOC0047
CUST01330,Aarav Kumar,Loyal,2025-04-03,LOC0046
CUST01331,Deepika Gupta,Regular,2023-04-22,LOC0019
CUST01332,Karthik Mehta,New,2024-11-21,LOC0135
CUST01333,Aarav Menon,New,2023-12-02,LOC0099
CUST01334,Aarav Verma,New,2023-07-07,LOC0022
CUST01335,Deepika Sharma,Regular,2025-09-03,LOC0028
CUST01336,Rahul Iyer,Loyal,2023-02-09,LOC0123
CUST01337,Karthik Nair,New,2023-07-02,LOC0123
CUST01338,Ananya Gowda,New,2022-10-12,LOC0140
CUST01339,Ananya Patel,Regular,2023-01-26,LOC0027
CUST01340,Divya Reddy,New,2025-07-23,LOC0058
CUST01341,Divya Mehta,New,2023-10-14,LOC0074
CUST01342,Aditya Patel,New,2022-10-15,LOC0029
CUST01343,Pooja Das,New,2024-08-14,LOC0086
CUST01344,Rohan Verma,Regular,2022-07-30,LOC0046
CUST01345,Rahul Menon,New,2024-08-26,LOC0109
CUST01346,Pooja Menon,New,2023-07-30,LOC0027
CUST01347,Meera Das,Loyal,2024-11-26,LOC0020
CUST01348,Vikram Reddy,Regular,2022-12-20,LOC0100
CUST01349,Meera Iyer,Premium,2024-06-18,LOC0110
CUST01350,Siddharth Reddy,New,2023-10-12,LOC0033
CUST01351,Aditya Das,Regular,2023-12-10,LOC0109
CUST01352,Divya Menon,Loyal,2023-01-17,LOC0036
CUST01353,Kavya Mehta,Regular,2023-12-15,LOC0128
CUST01354,Meera Gowda,Regular,2024-07-21,LOC0059
CUST01355,Rajesh Chawla,Regular,2023-11-19,LOC0057
CUST01356,Kavya Das,Regular,2023-07-27,LOC0005
CUST01357,Meera Reddy,Regular,2023-01-06,LOC0090
CUST01358,Vikram Kumar,Premium,2022-10-05,LOC0142
CUST01359,Divya Rao,New,2025-01-10,LOC0058
CUST01360,Vikram Patel,Regular,2023-12-31,LOC0037
CUST01361,Aarav Chawla,Regular,2022-08-19,LOC0028
CUST01362,Rohan Deshmukh,New,2024-08-10,LOC0041
CUST01363,Sneha Reddy,New,2023-07-30,LOC0020
CUST01364,Divya Reddy,Regular,2024-01-24,LOC0036
CUST01365,Pooja Deshmukh,Regular,2024-06-13,LOC0087
CUST01366,Aarav Kumar,Loyal,2023-04-14,LOC0016
CUST01367,Ananya Menon,New,2024-03-03,LOC0042
CUST01368,Divya Pillai,Loyal,2024-03-21,LOC0067
CUST01369,Suresh Kumar,Premium,2022-08-23,LOC0109
CUST01370,Siddharth Iyer,Regular,2023-04-30,LOC0033
CUST01371,Aditya Menon,New,2023-07-16,LOC0101
CUST01372,Anita Menon,Regular,2025-03-08,LOC0120
CUST01373,Aditya Mehta,Regular,2022-12-03,LOC0096
CUST01374,Arjun Singh,Regular,2023-02-21,LOC0020
CUST01375,Rahul Sharma,Regular,2023-06-16,LOC0042
CUST01376,Rohan Gupta,New,2022-03-13,LOC0080
CUST01377,Arjun Verma,Premium,2023-06-02,LOC0022
CUST01378,Rajesh Verma,New,2024-06-05,LOC0124
CUST01379,Rahul Iyer,Loyal,2022-08-04,LOC0092
CUST01380,Aditya Banerjee,Regular,2023-08-12,LOC0101
CUST01381,Vikram Patel,New,2023-09-06,LOC0129
CUST01382,Vikram Sharma,Regular,2024-05-30,LOC0098
CUST01383,Ananya Kumar,New,2023-03-15,LOC0119
CUST01384,Rohan Rao,Loyal,2024-12-17,LOC0037
CUST01385,Neha Banerjee,Premium,2024-04-27,LOC0134
CUST01386,Rahul Pillai,Regular,2023-10-08,LOC0075
CUST01387,Divya Verma,New,2024-03-04,LOC0100
CUST01388,Deepika Menon,Regular,2025-08-01,LOC0040
CUST01389,Meera Patel,Regular,2023-05-20,LOC0080
CUST01390,Rohan Deshmukh,New,2024-02-22,LOC0081
CUST01391,Pooja Nair,Regular,2023-09-10,LOC0148
CUST01392,Rohan Iyer,New,2024-09-28,LOC0118
CUST01393,Meera Singh,Premium,2024-03-15,LOC0036
CUST01394,Rajesh Deshmukh,Regular,2023-12-19,LOC0074
CUST01395,Deepika Reddy,Loyal,2023-05-31,LOC0132
CUST01396,Rahul Das,Regular,2024-10-18,LOC0106
CUST01397,Siddharth Verma,Regular,2024-11-14,LOC0015
CUST01398,Kavya Gowda,New,2023-06-04,LOC0027
CUST01399,Neha Bhat,New,2024-11-01,LOC0019
CUST01400,Karthik Iyer,Regular,2023-10-27,LOC0120
CUST01401,Karthik Patel,Loyal,2023-05-22,LOC0028
CUST01402,Aditya Chawla,New,2023-11-06,LOC0085
CUST01403,Rahul Menon,New,2022-12-01,LOC0122
CUST01404,Karthik Verma,New,2022-09-03,LOC0121
CUST01405,Arjun Joshi,New,2022-04-18,LOC0098
CUST01406,Sneha Chawla,New,2022-12-08,LOC0014
CUST01407,Aarav Chawla,New,2023-05-01,LOC0046
CUST01408,Rohan Singh,Loyal,2022-08-30,LOC0077
CUST01409,Karthik Chawla,New,2022-11-13,LOC0067
CUST01410,Ananya Iyer,New,2023-05-12,LOC0077
CUST01411,Sneha Chawla,,2023-08-29,LOC0138
CUST01412,Neha Chawla,Regular,2025-01-23,LOC0147
CUST01413,Aarav Gowda,Regular,2022-09-21,LOC0020
CUST01414,Rajesh Menon,New,2023-09-15,LOC0082
CUST01415,Karthik Reddy,New,2024-09-22,LOC0082
CUST01416,Divya Singh,Premium,2024-04-18,LOC0001
CUST01417,Vikram Pillai,New,2024-10-27,LOC0149
CUST01418,Arjun Gupta,Loyal,2024-05-13,LOC0140
CUST01419,Deepika Mehta,Premium,2023-09-04,LOC0054
CUST01420,Rajesh Sharma,New,2024-10-06,LOC0094
CUST01421,Pooja Banerjee,Regular,2024-10-15,LOC0128
CUST01422,Karthik Chawla,Loyal,2023-05-31,LOC0091
CUST01423,Divya Banerjee,Regular,2022-11-07,LOC0046
CUST01424,Sneha Nair,Regular,2023-11-23,LOC0042
CUST01425,Aditya Kumar,Regular,2024-01-04,LOC0112
CUST01426,Deepika Patel,New,2025-02-20,LOC0027
CUST01427,Aarav Menon,Regular,2022-09-19,LOC0128
CUST01428,Deepika Gowda,Regular,2024-08-20,LOC0114
CUST01429,Ananya Kumar,Loyal,2023-01-02,LOC0058
CUST01430,Anita Mehta,Premium,2023-05-23,LOC0121
CUST01431,Sneha Pillai,New,2024-12-19,LOC0102
CUST01432,Sneha Rao,Loyal,2023-02-01,LOC0069
CUST01433,Siddharth Kumar,New,2024-04-22,LOC0062
CUST01434,Divya Verma,Loyal,2023-01-20,LOC0040
CUST01435,Suresh Menon,Premium,2023-07-01,LOC0044
CUST01436,Divya Rao,New,2024-12-13,LOC0101
CUST01437,Aditya Verma,Premium,2023-05-25,LOC0033
CUST01438,Aditya Nair,Regular,2024-12-20,LOC0082
CUST01439,Divya Rao,Regular,2024-11-08,LOC0033
CUST01440,Rajesh Mehta,Loyal,2024-09-09,LOC0067
CUST01441,Neha Joshi,New,2022-12-23,LOC0024
CUST01442,Aarav Bhat,Loyal,2022-11-12,LOC0140
CUST01443,Rohan Bhat,Premium,2022-07-15,LOC0034
CUST01444,Sneha Nair,New,2024-06-30,LOC0057
CUST01445,Anita Rao,Regular,2024-08-18,LOC0067
CUST01446,Siddharth Iyer,Regular,2024-07-23,LOC0006
CUST01447,Rajesh Patel,New,2024-02-19,LOC0032
CUST01448,Pooja Singh,Regular,2023-01-04,LOC0020
CUST01449,Sneha Gupta,Loyal,2022-09-26,LOC0126
CUST01450,Divya Iyer,New,2025-01-03,LOC0020
CUST01451,Divya Mehta,Loyal,2024-05-03,LOC0116
CUST01452,Neha Kumar,Regular,2025-07-09,LOC0046
CUST01453,Deepika Verma,Premium,2025-07-28,LOC0088
CUST01454,Meera Menon,New,2023-09-10,LOC0002
CUST01455,Siddharth Patel,Regular,2024-06-06,LOC0008
CUST01456,Suresh Banerjee,New,2023-05-24,LOC0094
CUST01457,Arjun Sharma,New,2022-12-06,LOC0057
CUST01458,Vikram Singh,Premium,2023-12-20,LOC0052
CUST01459,Sneha Gowda,Regular,2022-11-30,LOC0120
CUST01460,Meera Chawla,Loyal,2024-12-08,LOC0103
CUST01461,Siddharth Nair,Premium,2024-08-25,LOC0072
CUST01462,Priya Bhat,Loyal,2023-01-20,LOC0043
CUST01463,Meera Chawla,Loyal,2023-07-25,LOC0070
CUST01464,Deepika Patel,New,2023-03-24,LOC0110
CUST01465,Sneha Das,Regular,2024-05-31,LOC0017
CUST01466,Ananya Banerjee,New,2024-04-16,LOC0105
CUST01467,Suresh Das,New,2022-07-12,LOC0030
CUST01468,Rahul Chawla,New,2023-09-29,LOC0063
CUST01469,Sneha Das,New,2024-12-25,LOC0081
CUST01470,Rahul Sharma,Regular,2023-02-20,LOC0120
CUST01471,Rahul Rao,New,2022-05-26,LOC0099
CUST01472,Arjun Banerjee,New,2022-12-26,LOC0144
CUST01473,Deepika Iyer,Regular,2024-09-13,LOC0108
CUST01474,Divya Joshi,New,2023-02-09,LOC0051
CUST01475,Meera Deshmukh,New,2023-09-16,LOC0108
CUST01476,Karthik Nair,New,2023-01-28,LOC0099
CUST01477,Aarav Kumar,Premium,2024-10-12,LOC0148
CUST01478,Karthik Kumar,New,2025-03-05,LOC0104
CUST01479,Anita Banerjee,New,2023-11-22,LOC0005
CUST01480,Priya Chawla,Loyal,2023-05-08,LOC0082
CUST01481,Aditya Iyer,Regular,2024-05-24,LOC0081
CUST01482,Ananya Mehta,Regular,2024-07-15,LOC0117
CUST01483,Priya Das,New,2022-06-04,LOC0008
CUST01484,Aarav Reddy,New,2023-10-05,LOC0112
CUST01485,Rohan Gupta,Premium,2024-10-09,LOC0138
CUST01486,Ananya Singh,Premium,2023-04-02,LOC0013
CUST01487,Rohan Singh,New,2024-06-20,LOC0098
CUST01488,Neha Reddy,New,2023-06-23,LOC0031
CUST01489, Vikram Bhat ,Regular,2024-03-17,LOC0115
CUST01490,Suresh Banerjee,Regular,2024-04-13,LOC0123
CUST01491,Siddharth Joshi,New,2022-12-16,LOC0024
CUST01492,Pooja Iyer,Regular,2024-01-27,LOC0063
CUST01493,Arjun Iyer,New,2025-08-15,LOC0127
CUST01494,Aarav Gupta,New,2024-08-22,LOC0099
CUST01495,Priya Joshi,Regular,2024-12-28,LOC0136
CUST01496,Rahul Kumar,Loyal,2023-04-13,LOC0040
CUST01497,Priya Reddy,Regular,2025-04-06,LOC0094
CUST01498,Karthik Menon,New,2022-11-07,LOC0103
CUST01499,Siddharth Chawla,Premium,2024-09-10,LOC0079
CUST01500,Rajesh Patel,Regular,2024-02-02,LOC0028
CUST01501,Kavya Sharma,New,2022-11-18,LOC0069
CUST01502,Suresh Pillai,Loyal,2023-04-02,LOC0031
CUST01503,Rohan Das,Regular,2022-12-29,LOC0039
CUST01504,Divya Banerjee,New,2022-09-07,LOC0113
CUST01505,Priya Verma,New,2023-03-01,LOC0109
CUST01506,Arjun Mehta,Regular,2024-06-02,LOC0071
CUST01507,Meera Banerjee,Regular,2022-09-13,LOC0013
CUST01508,Priya Rao,Regular,2022-12-28,LOC0010
CUST01509,Kavya Iyer,New,2022-07-16,LOC0071
CUST01510,Deepika Mehta,New,2023-07-22,LOC0026
CUST01511,Siddharth Deshmukh,New,2023-03-12,LOC0053
CUST01512,Pooja Menon,New,2024-08-27,LOC0001
CUST01513,Suresh Menon,Loyal,2024-05-27,LOC0079
CUST01514,Kavya Nair,New,2024-06-20,LOC0018
CUST01515,Rahul Pillai,Regular,2025-07-02,LOC0004
CUST01516,Divya Joshi,Loyal,2023-06-21,LOC0068
CUST01517,Neha Sharma,Regular,2023-02-26,LOC0122
CUST01518,Meera Rao,Loyal,2022-08-25,LOC0012
CUST01519,Rajesh Kumar,New,2024-02-26,LOC0129
CUST01520,Vikram Patel,Regular,2023-09-18,LOC0086
CUST01521,Sneha Gowda,New,2024-07-02,LOC0125
CUST01522, Karthik Sharma ,Loyal,2023-05-09,LOC0086
CUST01523,Deepika Deshmukh,Regular,2023-08-08,LOC0133
CUST01524,Aarav Reddy,Regular,2024-10-28,LOC0057
CUST01525,Vikram Das,Regular,2022-05-23,LOC0063
CUST01526,Divya Das,New,2024-10-19,LOC0023
CUST01527,Aditya Patel,Loyal,2025-01-28,LOC0140
CUST01528,Karthik Banerjee,Loyal,2023-07-02,LOC0090
CUST01529,Aditya Bhat,New,2025-01-24,LOC0071
CUST01530,Ananya Bhat,Loyal,2024-03-28,LOC0088
CUST01531,Priya Chawla,New,2023-12-15,LOC0089
CUST01532,Aarav Deshmukh,Regular,2022-06-15,LOC0120
CUST01533,Suresh Kumar,New,2023-09-10,LOC0042
CUST01534,Pooja Iyer,New,2022-08-19,LOC0117
CUST01535,Pooja Bhat,New,2022-12-23,LOC0126
CUST01536,Divya Das,New,2024-05-31,LOC0001
CUST01537,Vikram Das,Regular,2024-10-21,LOC0129
CUST01538,Anita Reddy,New,2024-11-17,LOC0070
CUST01539,Arjun Chawla,New,2024-10-03,LOC0021
CUST01540,Ananya Deshmukh,Regular,2023-03-15,LOC0099
CUST01541,Priya Singh,New,2024-04-02,LOC0080
CUST01542,Divya Joshi,New,2022-07-31,LOC0052
CUST01543,Divya Gowda,New,2023-07-26,LOC0079
CUST01544,Rajesh Pillai,Loyal,2022-10-01,LOC0097
CUST01545,Divya Patel,Regular,2024-04-14,LOC0114
CUST01546,Suresh Das,Regular,2023-05-04,LOC0110
CUST01547,Divya Pillai,New,2025-07-09,LOC0144
CUST01548,Divya Iyer,Loyal,2024-07-12,LOC0078
CUST01549,Rajesh Banerjee,Loyal,2022-11-01,LOC0140
CUST01550,Pooja Verma,Regular,2022-10-20,LOC0104
CUST01551,Karthik Banerjee,New,2024-09-16,LOC0014
CUST01552,Siddharth Patel,Loyal,2024-03-14,LOC0025
CUST01553,Rajesh Deshmukh,New,2022-12-18,LOC0016
CUST01554,Rajesh Banerjee,Regular,2024-11-22,LOC0053
CUST01555,Anita Deshmukh,New,2023-06-09,LOC0040
CUST01556,Pooja Sharma,New,2024-01-26,LOC0052
CUST01557,Aarav Reddy,Regular,2024-08-15,LOC0031
CUST01558,Kavya Gupta,Loyal,2024-03-08,LOC0007
CUST01559,Karthik Mehta,New,2025-07-09,LOC0032
CUST01560,Meera Nair,New,2025-01-11,LOC0140
CUST01561,Deepika Pillai,Regular,2023-10-23,LOC0032
CUST01562,Aarav Nair,New,2025-02-05,LOC0062
CUST01563,Anita Gupta,New,2023-09-06,LOC0075
CUST01564,Priya Bhat,Regular,2023-05-05,LOC0071
CUST01565,Priya Pillai,New,2024-09-12,LOC0109
CUST01566,Pooja Pillai,New,2024-05-31,LOC0100
CUST01567,Pooja Verma,New,2023-12-03,LOC0114
CUST01568,Sneha Reddy,New,2024-10-26,LOC0118
CUST01569,Neha Das,New,2024-09-12,LOC0129
CUST01570,Suresh Mehta,Regular,2022-06-17,LOC0045
CUST01571,Sneha Bhat,New,2023-10-25,LOC0036
CUST01572,Pooja Mehta,Regular,2025-06-23,LOC0124
CUST01573,Meera Menon,Regular,2022-08-01,LOC0148
CUST01574,Suresh Banerjee,Regular,2023-01-01,LOC0083
CUST01575,Rajesh Das,New,2023-11-30,LOC0104
CUST01576,Aarav Nair,Regular,2022-12-12,LOC0028
CUST01577,Meera Joshi,New,2024-11-03,LOC0061
CUST01578,Neha Mehta,New,2024-12-30,LOC0017
CUST01579,Siddharth Patel,Regular,2025-04-28,LOC0019
CUST01580,Sneha Menon,Loyal,2024-06-21,LOC0008
CUST01581,Rahul Patel,New,2023-04-14,LOC0097
CUST01582,Rajesh Gowda,Regular,2023-04-09,LOC0065
CUST01583,Pooja Rao,Regular,2024-10-18,LOC0042
CUST01584,Suresh Gupta,Regular,2024-07-06,LOC0007
CUST01585,Priya Gupta,Loyal,2025-03-23,LOC0036
CUST01586,Sneha Chawla,New,2023-09-27,LOC0019
CUST01587,Suresh Deshmukh,Regular,2025-01-25,LOC0054
CUST01588,Meera Banerjee,Loyal,2023-07-05,LOC0144
CUST01589,Rohan Pillai,Loyal,2024-02-27,LOC0097
CUST01590,Rajesh Iyer,New,2025-01-06,LOC0133
CUST01591,Priya Deshmukh,New,2022-10-27,LOC0139
CUST01592,Kavya Kumar,New,2023-09-29,LOC0092
CUST01593,Neha Kumar,New,2024-05-24,LOC0148
CUST01594,Suresh Menon,Regular,2023-03-05,LOC0103
CUST01595,Anita Patel,Regular,2023-07-04,LOC0068
CUST01596,Ananya Joshi,New,2023-02-22,LOC0052
CUST01597,Ananya Reddy,Loyal,2024-04-01,LOC0085
CUST01598,Ananya Rao,Loyal,2022-07-07,LOC0145
CUST01599,Ananya Das,Regular,2025-07-25,LOC0107
CUST01600,Deepika Iyer,New,2023-07-28,LOC0034
CUST01601,Ananya Patel,New,2024-05-05,LOC0130
CUST01602,Sneha Chawla,New,2023-03-08,LOC0059
CUST01603,Ananya Sharma,Regular,2024-03-23,LOC0098
CUST01604,Aarav Gowda,Loyal,2022-06-22,LOC0100
CUST01605,Vikram Chawla,New,2023-03-20,LOC0141
CUST01606,Karthik Patel,Regular,2024-09-02,LOC0095
CUST01607,Rahul Chawla,New,2023-08-03,LOC0060
CUST01608,Aarav Rao,Regular,2024-07-08,LOC0138
CUST01609,Aarav Rao,New,2023-02-19,LOC0015
CUST01610,Neha Kumar,Regular,2023-10-27,LOC0090
CUST01611,Kavya Kumar,Regular,2024-07-08,LOC0102
CUST01612,Priya Iyer,New,2023-08-06,LOC0140
CUST01613,Sneha Rao,Premium,2024-05-18,LOC0078
CUST01614,Anita Kumar,Loyal,2022-10-09,LOC0135
CUST01615,Rahul Gowda,New,2022-08-03,LOC0014
CUST01616,Divya Menon,New,2023-02-08,LOC0021
CUST01617,Vikram Banerjee,New,2023-07-14,LOC0142
CUST01618,Sneha Reddy,Regular,2023-08-11,LOC0113
CUST01619,Karthik Patel,New,2024-05-15,LOC0009
CUST01620,Rajesh Mehta,New,2024-11-25,LOC0022
CUST01621,Deepika Mehta,Regular,2022-05-12,LOC0098
CUST01622,Ananya Rao,Regular,2023-10-11,LOC0048
CUST01623,Anita Verma,Regular,2022-12-06,LOC0009
CUST01624,Sneha Sharma,Loyal,2024-04-06,LOC0087
CUST01625,Siddharth Bhat,New,2024-10-27,LOC0008
CUST01626,Deepika Chawla,Loyal,2024-08-06,LOC0015
CUST01627,Anita Mehta,Regular,2022-11-09,LOC0137
CUST01628,Rajesh Bhat,Premium,2023-01-02,LOC0042
CUST01629,Karthik Rao,New,2025-05-12,LOC0004
CUST01630,Siddharth Iyer,New,2024-10-24,LOC0139
CUST01631,Rajesh Mehta,Regular,2024-09-03,LOC0071
CUST01632,Siddharth Menon,Regular,2023-05-02,LOC0079
CUST01633,Rahul Singh,New,2023-12-30,LOC0119
CUST01634,Aarav Pillai,Regular,2025-08-29,LOC0092
CUST01635,Anita Gupta,Premium,2022-08-04,LOC0149
CUST01636,Siddharth Menon,Regular,2023-02-09,LOC0017
CUST01637,Siddharth Singh,New,2025-01-27,LOC0127
CUST01638,Neha Reddy,New,2023-12-22,LOC0013
CUST01639,Ananya Nair,Regular,2023-06-18,LOC0113
CUST01640,Ananya Gowda,Premium,2022-11-08,LOC0067
CUST01641,Aarav Das,Regular,2024-04-04,LOC0012
CUST01642,Sneha Patel,New,2024-04-25,LOC0114
CUST01643, Rohan Rao ,Regular,2023-08-18,LOC0147
CUST01644,Divya Iyer,New,2023-04-19,LOC0073
CUST01645,Rahul Menon,Loyal,2023-06-09,LOC0105
CUST01646,Sneha Deshmukh,New,2024-05-01,LOC0008
CUST01647,Ananya Kumar,New,2025-05-07,LOC0007
CUST01648,Arjun Joshi,Loyal,2024-04-16,LOC0131
CUST01649,Sneha Gupta,New,2024-10-19,LOC0150
CUST01650,Vikram Mehta,Premium,2022-04-24,LOC0020
CUST01651,Kavya Bhat,Regular,2023-11-28,LOC0141
CUST01652,Anita Patel,Regular,2024-07-01,LOC0014
CUST01653,Suresh Banerjee,New,2023-04-10,LOC0069
CUST01654,Rajesh Kumar,Loyal,2023-08-01,LOC0063
CUST01655,Sneha Rao,Regular,2023-03-31,LOC0030
CUST01656,Karthik Chawla,Regular,2022-09-19,LOC0091
CUST01657,Rohan Das,Regular,2023-06-11,LOC0059
CUST01658,Divya Rao,Loyal,2024-07-10,LOC0033
CUST01659,Kavya Chawla,Regular,2023-09-11,LOC0036
CUST01660,Pooja Joshi,Regular,2022-11-22,LOC0021
CUST01661,Suresh Reddy,Loyal,2023-08-01,LOC0051
CUST01662,Karthik Sharma,New,2023-02-08,LOC0108
CUST01663,Anita Deshmukh,Loyal,2023-03-20,LOC0009
CUST01664,Aarav Nair,Loyal,2023-04-09,LOC0132
CUST01665,Aditya Chawla,Regular,2022-11-11,LOC0103
CUST01666,Kavya Kumar,Regular,2023-10-12,LOC0087
CUST01667,Deepika Patel,Premium,2023-02-22,LOC0091
CUST01668,Divya Pillai,Regular,2023-03-15,LOC0123
CUST01669,Neha Bhat,Loyal,2022-07-10,LOC0039
CUST01670,Rajesh Bhat,Regular,2024-05-16,LOC0117
CUST01671,Karthik Nair,Premium,2024-04-24,LOC0072
CUST01672,Priya Rao,New,2023-12-20,LOC0088
CUST01673,Suresh Banerjee,New,2023-08-13,LOC0110
CUST01674,Aditya Joshi,New,2025-06-04,LOC0037
CUST01675,Arjun Chawla,Loyal,2023-01-20,LOC0148
CUST01676,Rahul Patel,New,2023-04-25,LOC0043
CUST01677,Siddharth Deshmukh,New,2023-01-06,LOC0044
CUST01678,Siddharth Menon,Regular,2025-06-11,LOC0060
CUST01679,Vikram Patel,Loyal,2024-04-05,LOC0131
CUST01680,Aarav Menon,Regular,2025-08-20,LOC0139
CUST01681,Arjun Sharma,Regular,2024-08-25,LOC0007
CUST01682,Pooja Bhat,Regular,2024-06-15,LOC0114
CUST01683,Karthik Kumar,Regular,2024-11-08,LOC0031
CUST01684,Divya Deshmukh,Premium,2022-11-16,LOC0036
CUST01685,Priya Das,Regular,2024-12-23,LOC0057
CUST01686,Rahul Nair,Regular,2023-03-26,LOC0071
CUST01687,Suresh Iyer,Loyal,2023-12-10,LOC0081
CUST01688,Ananya Chawla,New,2025-06-22,LOC0134
CUST01689,Anita Verma,New,2023-11-15,LOC0003
CUST01690,Rajesh Mehta,New,2024-07-31,LOC0051
CUST01691,Vikram Deshmukh,New,2024-10-18,LOC0128
CUST01692,Arjun Iyer,New,2024-09-05,LOC0055
CUST01693,Rohan Deshmukh,Regular,2023-12-07,LOC0054
CUST01694,Ananya Chawla,Regular,2022-10-10,LOC0098
CUST01695,Kavya Das,Loyal,2023-10-24,LOC0047
CUST01696,Kavya Kumar,Loyal,2023-06-04,LOC0126
CUST01697,Aditya Menon,New,2024-01-10,LOC0124
CUST01698,Kavya Patel,New,2023-10-10,LOC0115
CUST01699,Divya Patel,Regular,2024-01-21,LOC0082
CUST01700,Sneha Mehta,Loyal,2022-05-17,LOC0124
CUST01701,Meera Menon,New,2024-05-08,LOC0061
CUST01702,Siddharth Banerjee,New,2025-03-12,LOC0105
CUST01703,Rahul Singh,Regular,2022-12-12,LOC0106
CUST01704,Karthik Chawla,New,2023-03-04,LOC0014
CUST01705,Kavya Joshi,New,2024-05-28,LOC0012
CUST01706,Divya Rao,Regular,2024-08-26,LOC0043
CUST01707,Priya Menon,Regular,2023-01-26,LOC0034
CUST01708,Aarav Sharma,Loyal,2022-09-21,LOC0086
CUST01709,Anita Iyer,New,2022-03-22,LOC0133
CUST01710,Anita Gupta,Regular,2025-02-17,LOC0138
CUST01711,Kavya Kumar,New,2025-04-30,LOC0096
CUST01712,Arjun Gowda,New,2025-04-15,LOC0004
CUST01713,Aarav Banerjee,Loyal,2024-04-06,LOC0102
CUST01714,Ananya Nair,New,2023-06-14,LOC0007
CUST01715,Kavya Verma,Loyal,2024-09-20,LOC0032
CUST01716,Aditya Mehta,Loyal,2025-02-09,LOC0070
CUST01717,Rohan Iyer,New,2024-04-26,LOC0107
CUST01718,Anita Menon,New,2023-01-21,LOC0101
CUST01719,Deepika Kumar,Regular,2023-09-28,LOC0132
CUST01720,Pooja Singh,New,2022-12-05,LOC0026
CUST01721,Rajesh Deshmukh,New,2023-04-17,LOC0110
CUST01722,Divya Gowda,Loyal,2023-12-19,LOC0073
CUST01723,Anita Banerjee,Premium,2023-09-24,LOC0005
CUST01724,Aditya Das,Regular,2024-03-28,LOC0028
CUST01725,Rajesh Sharma,Regular,2024-08-09,LOC0060
CUST01726,Meera Bhat,New,2024-08-26,LOC0080
CUST01727,Rohan Patel,Loyal,2022-09-09,LOC0054
CUST01728,Meera Bhat,Regular,2022-11-20,LOC0037
CUST01729,Meera Banerjee,New,2024-05-03,LOC0060
CUST01730,Meera Singh,Loyal,2023-04-19,LOC0087
CUST01731,Ananya Joshi,Loyal,2023-08-15,LOC0105
CUST01732,Siddharth Gupta,Regular,2024-06-10,LOC0126
CUST01733,Rahul Rao,Regular,2023-11-05,LOC0124
CUST01734,Rohan Patel,Regular,2024-05-14,LOC0020
CUST01735,Aarav Nair,New,2024-05-15,LOC0032
CUST01736,Karthik Patel,Regular,2025-06-06,LOC0109
CUST01737,Suresh Deshmukh,Regular,2024-11-26,LOC0141
CUST01738,Aarav Kumar,Regular,2024-01-21,LOC0076
CUST01739,Siddharth Banerjee,Regular,2024-04-09,LOC0096
CUST01740,Neha Reddy,Loyal,2024-01-23,LOC0053
CUST01741,Sneha Banerjee,Regular,2022-11-10,LOC0121
CUST01742,Rahul Reddy,New,2024-03-28,LOC0122
CUST01743,Divya Nair,Premium,2024-02-10,LOC0018
CUST01744,Aarav Kumar,Regular,2022-07-18,LOC0052
CUST01745,Anita Pillai,Regular,2022-10-20,LOC0016
CUST01746,Deepika Nair,Loyal,2023-11-21,LOC0144
CUST01747,Sneha Sharma,Loyal,2023-07-03,LOC0073
CUST01748,Divya Bhat,Premium,2023-08-09,LOC0104
CUST01749,Anita Gowda,New,2023-12-14,LOC0052
CUST01750,Vikram Patel,New,2023-06-26,LOC0046
CUST01751,Priya Reddy,New,2023-12-01,LOC0099
CUST01752,Rajesh Menon,New,2025-04-28,LOC0122
CUST01753,Aarav Rao,New,2022-12-15,LOC0038
CUST01754,Meera Sharma,New,2022-10-07,LOC0014
CUST01755,Karthik Chawla,New,2023-05-24,LOC0084
CUST01756,Priya Rao,Loyal,2023-04-27,LOC0097
CUST01757,Meera Das,New,2024-11-30,LOC0134
CUST01758,Rohan Menon,Premium,2025-05-19,LOC0043
CUST01759,Siddharth Reddy,Regular,2023-12-17,LOC0114
CUST01760,Siddharth Patel,Regular,2024-09-28,LOC0112
CUST01761,Neha Sharma,Loyal,2024-11-19,LOC0120
CUST01762,Sneha Chawla,Loyal,2024-06-06,LOC0144
CUST01763,Arjun Mehta,New,2022-12-24,LOC0003
CUST01764,Sneha Banerjee,New,2022-09-29,LOC0080
CUST01765,Sneha Singh,Regular,2024-11-17,LOC0004
CUST01766,Ananya Singh,New,2023-06-12,LOC0102
CUST01767,Siddharth Singh,Loyal,2022-04-14,LOC0147
CUST01768,Meera Menon,New,2023-05-23,LOC0126
CUST01769,Anita Patel,Regular,2023-12-26,LOC0008
